"county1","countyname1","mi_to_county","county2","countyname2"
"01001","Autauga County",22.4629943022086,"01021","Chilton County"
"01003","Baldwin County",24.4196707914188,"12033","Escambia County"
"01005","Barbour County",23.2540402214032,"13239","Quitman County"
"01005","Barbour County",24.265803995344,"01011","Bullock County"
"01009","Blount County",20.3179999953674,"01043","Cullman County"
"01009","Blount County",23.2889475047344,"01115","St. Clair County"
"01011","Bullock County",19.7615007504866,"01087","Macon County"
"01011","Bullock County",24.265803995344,"01005","Barbour County"
"01011","Bullock County",24.7380237775906,"01109","Pike County"
"01013","Butler County",21.3542073020331,"01041","Crenshaw County"
"01015","Calhoun County",18.9085178365011,"01029","Cleburne County"
"01015","Calhoun County",22.6080658514978,"01055","Etowah County"
"01015","Calhoun County",22.726115528093,"01019","Cherokee County"
"01017","Chambers County",21.8035816103321,"01081","Lee County"
"01017","Chambers County",22.5528423654088,"13285","Troup County"
"01017","Chambers County",23.9550352898759,"01123","Tallapoosa County"
"01019","Cherokee County",21.8143894536734,"01055","Etowah County"
"01019","Cherokee County",22.726115528093,"01015","Calhoun County"
"01021","Chilton County",22.4629943022086,"01001","Autauga County"
"01027","Clay County",19.4243319609385,"01121","Talladega County"
"01027","Clay County",23.072872966764,"01111","Randolph County"
"01029","Cleburne County",18.9085178365011,"01015","Calhoun County"
"01029","Cleburne County",19.0212730325183,"13143","Haralson County"
"01031","Coffee County",22.4764920417836,"01045","Dale County"
"01031","Coffee County",23.6115923225351,"01061","Geneva County"
"01033","Colbert County",16.3019794168968,"01077","Lauderdale County"
"01033","Colbert County",18.1946782565141,"01059","Franklin County"
"01033","Colbert County",24.7972078065296,"28141","Tishomingo County"
"01035","Conecuh County",23.6032567563357,"01053","Escambia County"
"01037","Coosa County",23.8224179254327,"01051","Elmore County"
"01041","Crenshaw County",21.3542073020331,"01013","Butler County"
"01041","Crenshaw County",22.6225469912079,"01109","Pike County"
"01043","Cullman County",20.3179999953674,"01009","Blount County"
"01043","Cullman County",22.3250298049966,"01103","Morgan County"
"01045","Dale County",22.4764920417836,"01031","Coffee County"
"01045","Dale County",22.5763697924097,"01067","Henry County"
"01047","Dallas County",23.5553856249603,"01105","Perry County"
"01049","DeKalb County",23.115922798286,"01071","Jackson County"
"01051","Elmore County",23.8224179254327,"01037","Coosa County"
"01053","Escambia County",23.6032567563357,"01035","Conecuh County"
"01055","Etowah County",21.8143894536734,"01019","Cherokee County"
"01055","Etowah County",22.6080658514978,"01015","Calhoun County"
"01055","Etowah County",24.4356502769024,"01095","Marshall County"
"01057","Fayette County",19.6342334028695,"01075","Lamar County"
"01059","Franklin County",18.1946782565141,"01033","Colbert County"
"01059","Franklin County",21.1045714473842,"01093","Marion County"
"01061","Geneva County",15.5360800357514,"12059","Holmes County"
"01061","Geneva County",23.6115923225351,"01031","Coffee County"
"01063","Greene County",20.8012610954668,"01065","Hale County"
"01063","Greene County",21.8918569810766,"01119","Sumter County"
"01065","Hale County",20.6950436765237,"01105","Perry County"
"01065","Hale County",20.8012610954668,"01063","Greene County"
"01067","Henry County",16.2047747141361,"13061","Clay County"
"01067","Henry County",22.5763697924097,"01045","Dale County"
"01067","Henry County",23.7383597720073,"13099","Early County"
"01071","Jackson County",23.115922798286,"01049","DeKalb County"
"01073","Jefferson County",23.698326087011,"01117","Shelby County"
"01075","Lamar County",19.6342334028695,"01057","Fayette County"
"01075","Lamar County",23.9013532925614,"28095","Monroe County"
"01077","Lauderdale County",16.3019794168968,"01033","Colbert County"
"01081","Lee County",21.8035816103321,"01017","Chambers County"
"01081","Lee County",23.7740187153545,"01113","Russell County"
"01081","Lee County",24.8412205628477,"01087","Macon County"
"01083","Limestone County",24.6243017568484,"01089","Madison County"
"01087","Macon County",19.7615007504866,"01011","Bullock County"
"01087","Macon County",24.8412205628477,"01081","Lee County"
"01089","Madison County",24.6243017568484,"01083","Limestone County"
"01093","Marion County",21.1045714473842,"01059","Franklin County"
"01095","Marshall County",24.4356502769024,"01055","Etowah County"
"01103","Morgan County",22.3250298049966,"01043","Cullman County"
"01105","Perry County",20.6950436765237,"01065","Hale County"
"01105","Perry County",23.5553856249603,"01047","Dallas County"
"01107","Pickens County",23.1688260541814,"28087","Lowndes County"
"01109","Pike County",22.6225469912079,"01041","Crenshaw County"
"01109","Pike County",24.7380237775906,"01011","Bullock County"
"01111","Randolph County",18.7431754941929,"13149","Heard County"
"01111","Randolph County",23.072872966764,"01027","Clay County"
"01113","Russell County",23.6330958264423,"13053","Chattahoochee County"
"01113","Russell County",23.7323427339199,"13215","Muscogee County"
"01113","Russell County",23.7740187153545,"01081","Lee County"
"01115","St. Clair County",23.2889475047344,"01009","Blount County"
"01117","Shelby County",23.698326087011,"01073","Jefferson County"
"01119","Sumter County",21.8918569810766,"01063","Greene County"
"01121","Talladega County",19.4243319609385,"01027","Clay County"
"01123","Tallapoosa County",23.9550352898759,"01017","Chambers County"
"05005","Baxter County",19.4172830092989,"05089","Marion County"
"05007","Benton County",20.7824743053969,"29119","McDonald County"
"05009","Boone County",22.4632933108931,"05089","Marion County"
"05009","Boone County",23.9584883078735,"29213","Taney County"
"05011","Bradley County",21.005427362185,"05013","Calhoun County"
"05013","Calhoun County",21.005427362185,"05011","Bradley County"
"05013","Calhoun County",21.0917345626261,"05103","Ouachita County"
"05015","Carroll County",24.6663973963662,"05087","Madison County"
"05017","Chicot County",20.3807655642152,"28151","Washington County"
"05019","Clark County",22.4339659379609,"05059","Hot Spring County"
"05021","Clay County",18.9426677557219,"05055","Greene County"
"05021","Clay County",24.0515973464022,"29023","Butler County"
"05021","Clay County",24.7702000370024,"29069","Dunklin County"
"05023","Cleburne County",20.5871745048671,"05137","Stone County"
"05027","Columbia County",22.306846979838,"05073","Lafayette County"
"05029","Conway County",22.1734795847441,"05045","Faulkner County"
"05029","Conway County",23.3149988740522,"05115","Pope County"
"05029","Conway County",23.9931625600847,"05141","Van Buren County"
"05031","Craighead County",18.1349645826894,"05111","Poinsett County"
"05031","Craighead County",20.4781876725542,"05055","Greene County"
"05033","Crawford County",20.2591002868405,"05047","Franklin County"
"05035","Crittenden County",23.7890684731294,"47157","Shelby County"
"05037","Cross County",19.2100601505379,"05123","St. Francis County"
"05037","Cross County",19.8946794165034,"05111","Poinsett County"
"05041","Desha County",20.7634547380419,"28011","Bolivar County"
"05045","Faulkner County",22.1734795847441,"05029","Conway County"
"05047","Franklin County",20.2591002868405,"05033","Crawford County"
"05047","Franklin County",22.1405991811764,"05083","Logan County"
"05047","Franklin County",24.1079872254929,"05071","Johnson County"
"05049","Fulton County",20.6200022352027,"05065","Izard County"
"05049","Fulton County",24.2219573626336,"05135","Sharp County"
"05051","Garland County",21.5732008590519,"05059","Hot Spring County"
"05055","Greene County",18.9426677557219,"05021","Clay County"
"05055","Greene County",20.4781876725542,"05031","Craighead County"
"05057","Hempstead County",21.1732678123123,"05099","Nevada County"
"05059","Hot Spring County",21.5732008590519,"05051","Garland County"
"05059","Hot Spring County",22.4339659379609,"05019","Clark County"
"05061","Howard County",15.6882255758996,"05133","Sevier County"
"05061","Howard County",19.7029418000516,"05109","Pike County"
"05063","Independence County",21.2628387804836,"05067","Jackson County"
"05065","Izard County",20.6200022352027,"05049","Fulton County"
"05065","Izard County",20.7624558144006,"05137","Stone County"
"05067","Jackson County",21.2628387804836,"05063","Independence County"
"05069","Jefferson County",24.9775510103701,"05079","Lincoln County"
"05071","Johnson County",24.1079872254929,"05047","Franklin County"
"05073","Lafayette County",17.3336159256499,"05091","Miller County"
"05073","Lafayette County",22.306846979838,"05027","Columbia County"
"05075","Lawrence County",21.1343988831874,"05121","Randolph County"
"05075","Lawrence County",22.5821064915979,"05135","Sharp County"
"05077","Lee County",16.3510424453388,"05123","St. Francis County"
"05077","Lee County",24.7655269682736,"28143","Tunica County"
"05077","Lee County",24.7664000370109,"05107","Phillips County"
"05079","Lincoln County",24.9775510103701,"05069","Jefferson County"
"05081","Little River County",20.4049659663999,"05133","Sevier County"
"05081","Little River County",20.7263712813546,"48037","Bowie County"
"05083","Logan County",22.1405991811764,"05047","Franklin County"
"05083","Logan County",23.3309322632863,"05149","Yell County"
"05085","Lonoke County",19.7742088899697,"05117","Prairie County"
"05085","Lonoke County",24.0100088263368,"05119","Pulaski County"
"05087","Madison County",24.6663973963662,"05015","Carroll County"
"05089","Marion County",19.4172830092989,"05005","Baxter County"
"05089","Marion County",22.4632933108931,"05009","Boone County"
"05089","Marion County",24.6933093855475,"05129","Searcy County"
"05091","Miller County",17.3336159256499,"05073","Lafayette County"
"05093","Mississippi County",23.7993670237393,"47097","Lauderdale County"
"05093","Mississippi County",24.5336102751437,"47167","Tipton County"
"05095","Monroe County",22.5644239995625,"05117","Prairie County"
"05099","Nevada County",21.1732678123123,"05057","Hempstead County"
"05103","Ouachita County",21.0917345626261,"05013","Calhoun County"
"05107","Phillips County",19.5287810171303,"28027","Coahoma County"
"05107","Phillips County",24.7664000370109,"05077","Lee County"
"05109","Pike County",19.7029418000516,"05061","Howard County"
"05111","Poinsett County",18.1349645826894,"05031","Craighead County"
"05111","Poinsett County",19.8946794165034,"05037","Cross County"
"05115","Pope County",23.3149988740522,"05029","Conway County"
"05117","Prairie County",19.7742088899697,"05085","Lonoke County"
"05117","Prairie County",22.5644239995625,"05095","Monroe County"
"05119","Pulaski County",22.101317272101,"05125","Saline County"
"05119","Pulaski County",24.0100088263368,"05085","Lonoke County"
"05121","Randolph County",21.1343988831874,"05075","Lawrence County"
"05121","Randolph County",23.0663012420143,"29181","Ripley County"
"05123","St. Francis County",16.3510424453388,"05077","Lee County"
"05123","St. Francis County",19.2100601505379,"05037","Cross County"
"05125","Saline County",22.101317272101,"05119","Pulaski County"
"05129","Searcy County",24.6933093855475,"05089","Marion County"
"05129","Searcy County",24.8047001749771,"05141","Van Buren County"
"05133","Sevier County",15.6882255758996,"05061","Howard County"
"05133","Sevier County",20.4049659663999,"05081","Little River County"
"05135","Sharp County",22.5821064915979,"05075","Lawrence County"
"05135","Sharp County",24.2219573626336,"05049","Fulton County"
"05137","Stone County",20.5871745048671,"05023","Cleburne County"
"05137","Stone County",20.7624558144006,"05065","Izard County"
"05141","Van Buren County",23.9931625600847,"05029","Conway County"
"05141","Van Buren County",24.8047001749771,"05129","Searcy County"
"05143","Washington County",24.7672687208233,"40001","Adair County"
"05149","Yell County",23.3309322632863,"05083","Logan County"
"06001","Alameda County",18.8676848579526,"06013","Contra Costa County"
"06003","Alpine County",22.3474324592237,"32005","Douglas County"
"06005","Amador County",18.4606917372251,"06009","Calaveras County"
"06005","Amador County",24.492966507289,"06017","El Dorado County"
"06009","Calaveras County",18.4606917372251,"06005","Amador County"
"06013","Contra Costa County",18.8676848579526,"06001","Alameda County"
"06013","Contra Costa County",24.0357455414016,"06095","Solano County"
"06017","El Dorado County",21.6205164823585,"06061","Placer County"
"06017","El Dorado County",24.492966507289,"06005","Amador County"
"06057","Nevada County",16.3371865200758,"06061","Placer County"
"06057","Nevada County",23.6426335664532,"06091","Sierra County"
"06061","Placer County",16.3371865200758,"06057","Nevada County"
"06061","Placer County",21.6205164823585,"06017","El Dorado County"
"06085","Santa Clara County",22.6129429130615,"06087","Santa Cruz County"
"06087","Santa Cruz County",22.6129429130615,"06085","Santa Clara County"
"06091","Sierra County",23.6426335664532,"06057","Nevada County"
"06095","Solano County",24.0357455414016,"06013","Contra Costa County"
"08001","Adams County",15.8702822537941,"08005","Arapahoe County"
"08005","Arapahoe County",15.8702822537941,"08001","Adams County"
"08013","Boulder County",17.5674214408058,"08047","Gilpin County"
"08013","Boulder County",20.764037310361,"08014","Broomfield County"
"08014","Broomfield County",16.0583479898024,"08031","Denver County"
"08014","Broomfield County",20.764037310361,"08013","Boulder County"
"08019","Clear Creek County",14.0513209367593,"08047","Gilpin County"
"08019","Clear Creek County",23.715303171639,"08059","Jefferson County"
"08021","Conejos County",24.1909935226483,"08105","Rio Grande County"
"08027","Custer County",24.5736582266743,"08043","Fremont County"
"08031","Denver County",16.0583479898024,"08014","Broomfield County"
"08031","Denver County",22.8818336042442,"08059","Jefferson County"
"08033","Dolores County",18.9397876060989,"08113","San Miguel County"
"08035","Douglas County",24.7610685518182,"08059","Jefferson County"
"08043","Fremont County",24.5736582266743,"08027","Custer County"
"08047","Gilpin County",14.0513209367593,"08019","Clear Creek County"
"08047","Gilpin County",17.5674214408058,"08013","Boulder County"
"08047","Gilpin County",24.2232591863301,"08059","Jefferson County"
"08053","Hinsdale County",15.8028548249335,"08111","San Juan County"
"08059","Jefferson County",22.8818336042442,"08031","Denver County"
"08059","Jefferson County",23.715303171639,"08019","Clear Creek County"
"08059","Jefferson County",24.2232591863301,"08047","Gilpin County"
"08059","Jefferson County",24.7610685518182,"08035","Douglas County"
"08095","Phillips County",19.1364459898398,"08115","Sedgwick County"
"08105","Rio Grande County",24.1909935226483,"08021","Conejos County"
"08111","San Juan County",15.8028548249335,"08053","Hinsdale County"
"08113","San Miguel County",18.9397876060989,"08033","Dolores County"
"08115","Sedgwick County",16.7226605216297,"31049","Deuel County"
"08115","Sedgwick County",19.1364459898398,"08095","Phillips County"
"09001","Fairfield County",20.3894685470291,"36119","Westchester County"
"09001","Fairfield County",23.9467080011733,"36079","Putnam County"
"09003","Hartford County",20.4952586234781,"09013","Tolland County"
"09003","Hartford County",23.3515847525241,"25013","Hampden County"
"09007","Middlesex County",20.3502183484394,"09009","New Haven County"
"09007","Middlesex County",22.0008486032958,"09011","New London County"
"09009","New Haven County",20.3502183484394,"09007","Middlesex County"
"09011","New London County",22.0008486032958,"09007","Middlesex County"
"09011","New London County",24.629462912402,"09015","Windham County"
"09013","Tolland County",18.1743530414687,"09015","Windham County"
"09013","Tolland County",20.4952586234781,"09003","Hartford County"
"09013","Tolland County",24.4583337434364,"25013","Hampden County"
"09015","Windham County",18.1743530414687,"09013","Tolland County"
"09015","Windham County",21.4602976835069,"44007","Providence County"
"09015","Windham County",23.6594009468944,"44003","Kent County"
"09015","Windham County",24.629462912402,"09011","New London County"
"10001","Kent County",23.5463429044714,"24011","Caroline County"
"10003","New Castle County",15.2734246382061,"34033","Salem County"
"10003","New Castle County",15.8702808635123,"24015","Cecil County"
"11001","District of Columbia",4.83709459069383,"51013","Arlington County"
"11001","District of Columbia",6.88128116597974,"51510","Alexandria city"
"11001","District of Columbia",8.58810675870193,"51610","Falls Church city"
"11001","District of Columbia",10.6166078483118,"24033","Prince George's County"
"11001","District of Columbia",14.7588612735936,"51059","Fairfax County"
"11001","District of Columbia",15.5678558210947,"51600","Fairfax city"
"11001","District of Columbia",18.9563667677107,"24031","Montgomery County"
"11001","District of Columbia",24.5608536437765,"24027","Howard County"
"12001","Alachua County",21.9413918952778,"12007","Bradford County"
"12003","Baker County",19.0613316768426,"12125","Union County"
"12003","Baker County",20.4283534463475,"12023","Columbia County"
"12007","Bradford County",14.0854650355386,"12125","Union County"
"12007","Bradford County",18.6820242659985,"12019","Clay County"
"12007","Bradford County",21.9413918952778,"12001","Alachua County"
"12013","Calhoun County",21.5678770050155,"12077","Liberty County"
"12015","Charlotte County",22.0859893889725,"12071","Lee County"
"12015","Charlotte County",23.7245589686632,"12027","DeSoto County"
"12017","Citrus County",19.393612897489,"12053","Hernando County"
"12019","Clay County",18.6820242659985,"12007","Bradford County"
"12023","Columbia County",19.1717081752586,"12125","Union County"
"12023","Columbia County",20.4283534463475,"12003","Baker County"
"12023","Columbia County",22.1822032426486,"12121","Suwannee County"
"12027","DeSoto County",20.9056604020961,"12049","Hardee County"
"12027","DeSoto County",23.7245589686632,"12015","Charlotte County"
"12031","Duval County",19.9540915407381,"12089","Nassau County"
"12033","Escambia County",20.3229178432864,"12113","Santa Rosa County"
"12033","Escambia County",24.4196707914188,"01003","Baldwin County"
"12039","Gadsden County",20.749101154168,"13087","Decatur County"
"12039","Gadsden County",21.5899714648322,"12073","Leon County"
"12047","Hamilton County",16.5024100931182,"13101","Echols County"
"12047","Hamilton County",21.0041591616693,"12121","Suwannee County"
"12049","Hardee County",20.9056604020961,"12027","DeSoto County"
"12053","Hernando County",18.3794005657466,"12101","Pasco County"
"12053","Hernando County",19.393612897489,"12017","Citrus County"
"12057","Hillsborough County",23.8113666583832,"12103","Pinellas County"
"12059","Holmes County",15.5360800357514,"01061","Geneva County"
"12059","Holmes County",20.3042953715578,"12133","Washington County"
"12061","Indian River County",23.521715087691,"12111","St. Lucie County"
"12063","Jackson County",22.6982508743724,"13253","Seminole County"
"12065","Jefferson County",23.174150489248,"12073","Leon County"
"12067","Lafayette County",17.6835351884086,"12121","Suwannee County"
"12069","Lake County",22.2251617558391,"12119","Sumter County"
"12071","Lee County",22.0859893889725,"12015","Charlotte County"
"12073","Leon County",21.5899714648322,"12039","Gadsden County"
"12073","Leon County",22.7882781878646,"12129","Wakulla County"
"12073","Leon County",23.174150489248,"12065","Jefferson County"
"12077","Liberty County",21.5678770050155,"12013","Calhoun County"
"12081","Manatee County",20.520752060614,"12115","Sarasota County"
"12085","Martin County",20.9690180637957,"12111","St. Lucie County"
"12089","Nassau County",19.9540915407381,"12031","Duval County"
"12089","Nassau County",22.7635501636285,"13039","Camden County"
"12091","Okaloosa County",24.9368412902272,"12131","Walton County"
"12095","Orange County",16.791825879396,"12117","Seminole County"
"12101","Pasco County",18.3794005657466,"12053","Hernando County"
"12103","Pinellas County",23.8113666583832,"12057","Hillsborough County"
"12111","St. Lucie County",20.9690180637957,"12085","Martin County"
"12111","St. Lucie County",23.521715087691,"12061","Indian River County"
"12113","Santa Rosa County",20.3229178432864,"12033","Escambia County"
"12115","Sarasota County",20.520752060614,"12081","Manatee County"
"12117","Seminole County",16.791825879396,"12095","Orange County"
"12119","Sumter County",22.2251617558391,"12069","Lake County"
"12121","Suwannee County",17.6835351884086,"12067","Lafayette County"
"12121","Suwannee County",21.0041591616693,"12047","Hamilton County"
"12121","Suwannee County",22.1822032426486,"12023","Columbia County"
"12125","Union County",14.0854650355386,"12007","Bradford County"
"12125","Union County",19.0613316768426,"12003","Baker County"
"12125","Union County",19.1717081752586,"12023","Columbia County"
"12129","Wakulla County",22.7882781878646,"12073","Leon County"
"12131","Walton County",24.9368412902272,"12091","Okaloosa County"
"12133","Washington County",20.3042953715578,"12059","Holmes County"
"13001","Appling County",13.4752160013681,"13005","Bacon County"
"13001","Appling County",20.9627483107486,"13161","Jeff Davis County"
"13001","Appling County",24.9963051735703,"13267","Tattnall County"
"13003","Atkinson County",17.3329390690398,"13069","Coffee County"
"13003","Atkinson County",20.6448009302311,"13019","Berrien County"
"13003","Atkinson County",21.0067961504544,"13173","Lanier County"
"13005","Bacon County",13.4752160013681,"13001","Appling County"
"13005","Bacon County",17.8483820145754,"13229","Pierce County"
"13005","Bacon County",22.5510830769694,"13161","Jeff Davis County"
"13007","Baker County",16.717147953273,"13205","Mitchell County"
"13007","Baker County",17.213475860353,"13037","Calhoun County"
"13007","Baker County",19.5491990418917,"13201","Miller County"
"13007","Baker County",20.5546915373497,"13095","Dougherty County"
"13009","Baldwin County",17.9864078348192,"13169","Jones County"
"13009","Baldwin County",18.2301635911198,"13319","Wilkinson County"
"13009","Baldwin County",19.283137513162,"13237","Putnam County"
"13009","Baldwin County",20.6700836948302,"13141","Hancock County"
"13011","Banks County",15.5207845137296,"13157","Jackson County"
"13011","Banks County",15.5480608700094,"13119","Franklin County"
"13011","Banks County",18.2646124557246,"13257","Stephens County"
"13011","Banks County",18.4140153768445,"13139","Hall County"
"13011","Banks County",19.6309746696026,"13137","Habersham County"
"13011","Banks County",22.8445344392373,"13195","Madison County"
"13011","Banks County",24.5239226824404,"13311","White County"
"13013","Barrow County",12.9390908176664,"13157","Jackson County"
"13013","Barrow County",14.5199386965573,"13297","Walton County"
"13013","Barrow County",17.9432631513455,"13135","Gwinnett County"
"13013","Barrow County",19.153923523852,"13219","Oconee County"
"13013","Barrow County",19.9683185770663,"13059","Clarke County"
"13013","Barrow County",23.3003120499368,"13139","Hall County"
"13015","Bartow County",18.6798996039429,"13129","Gordon County"
"13015","Bartow County",20.7421866479678,"13057","Cherokee County"
"13015","Bartow County",21.5048544180456,"13115","Floyd County"
"13015","Bartow County",22.1721796388608,"13223","Paulding County"
"13015","Bartow County",24.820319512017,"13227","Pickens County"
"13017","Ben Hill County",12.1329092055463,"13155","Irwin County"
"13017","Ben Hill County",17.4249421813078,"13271","Telfair County"
"13017","Ben Hill County",22.1630269138059,"13069","Coffee County"
"13017","Ben Hill County",22.9558321428039,"13315","Wilcox County"
"13019","Berrien County",14.378072117878,"13075","Cook County"
"13019","Berrien County",19.1228023181907,"13173","Lanier County"
"13019","Berrien County",20.6448009302311,"13003","Atkinson County"
"13019","Berrien County",21.45309380332,"13277","Tift County"
"13019","Berrien County",22.9553679912721,"13155","Irwin County"
"13021","Bibb County",16.4862984248338,"13169","Jones County"
"13021","Bibb County",17.9267033767733,"13079","Crawford County"
"13021","Bibb County",18.2624161051934,"13225","Peach County"
"13021","Bibb County",18.4605021911652,"13289","Twiggs County"
"13021","Bibb County",19.5895662536498,"13207","Monroe County"
"13021","Bibb County",24.2832225586587,"13153","Houston County"
"13023","Bleckley County",16.1665344251225,"13235","Pulaski County"
"13023","Bleckley County",16.8400527328268,"13289","Twiggs County"
"13023","Bleckley County",19.3728805093413,"13153","Houston County"
"13023","Bleckley County",21.556971196935,"13091","Dodge County"
"13023","Bleckley County",23.8251927127458,"13175","Laurens County"
"13025","Brantley County",17.2498387970559,"13229","Pierce County"
"13025","Brantley County",24.5734923980352,"13305","Wayne County"
"13027","Brooks County",18.985087050043,"13185","Lowndes County"
"13027","Brooks County",19.7390261970674,"13275","Thomas County"
"13027","Brooks County",23.9933348424976,"13075","Cook County"
"13029","Bryan County",14.604178463734,"13179","Liberty County"
"13029","Bryan County",20.5380767880963,"13051","Chatham County"
"13029","Bryan County",24.3939511157707,"13103","Effingham County"
"13031","Bulloch County",18.682028327762,"13109","Evans County"
"13031","Bulloch County",19.127676295294,"13043","Candler County"
"13031","Bulloch County",23.4707697452855,"13103","Effingham County"
"13033","Burke County",18.6925623634298,"13165","Jenkins County"
"13033","Burke County",20.979199774573,"13245","Richmond County"
"13033","Burke County",24.0552209384873,"13163","Jefferson County"
"13035","Butts County",15.7025436821886,"13159","Jasper County"
"13035","Butts County",15.9465086477749,"13151","Henry County"
"13035","Butts County",18.4750974672956,"13171","Lamar County"
"13035","Butts County",18.5080561316784,"13217","Newton County"
"13035","Butts County",18.9670709146097,"13207","Monroe County"
"13035","Butts County",19.0361541312426,"13255","Spalding County"
"13037","Calhoun County",17.213475860353,"13007","Baker County"
"13037","Calhoun County",18.2504465085422,"13243","Randolph County"
"13037","Calhoun County",20.8186949095703,"13273","Terrell County"
"13037","Calhoun County",21.4201518927658,"13099","Early County"
"13037","Calhoun County",22.612255808699,"13061","Clay County"
"13037","Calhoun County",24.2738893408316,"13095","Dougherty County"
"13039","Camden County",22.0911924129884,"13127","Glynn County"
"13039","Camden County",22.7635501636285,"12089","Nassau County"
"13043","Candler County",18.5516385739939,"13107","Emanuel County"
"13043","Candler County",19.127676295294,"13031","Bulloch County"
"13043","Candler County",20.4616396316037,"13109","Evans County"
"13043","Candler County",24.4727293943576,"13279","Toombs County"
"13043","Candler County",24.8989291098885,"13267","Tattnall County"
"13045","Carroll County",16.7568182376383,"13143","Haralson County"
"13045","Carroll County",19.8213195787556,"13097","Douglas County"
"13045","Carroll County",20.4108253326658,"13149","Heard County"
"13045","Carroll County",24.24572765149,"13077","Coweta County"
"13047","Catoosa County",11.7113968343003,"13313","Whitfield County"
"13047","Catoosa County",14.7840162058069,"13295","Walker County"
"13047","Catoosa County",18.3221852989914,"47065","Hamilton County"
"13047","Catoosa County",21.1579651452032,"13083","Dade County"
"13047","Catoosa County",23.5914057354229,"47011","Bradley County"
"13047","Catoosa County",23.7223364817334,"13213","Murray County"
"13051","Chatham County",20.5380767880963,"13029","Bryan County"
"13051","Chatham County",24.4021328571857,"13179","Liberty County"
"13053","Chattahoochee County",12.3348995357958,"13215","Muscogee County"
"13053","Chattahoochee County",15.1087690326933,"13197","Marion County"
"13053","Chattahoochee County",19.1440733309526,"13259","Stewart County"
"13053","Chattahoochee County",23.6330958264423,"01113","Russell County"
"13053","Chattahoochee County",24.9134125238777,"13307","Webster County"
"13055","Chattooga County",16.3655100844008,"13115","Floyd County"
"13055","Chattooga County",18.2200353028736,"13295","Walker County"
"13057","Cherokee County",14.6943863387388,"13227","Pickens County"
"13057","Cherokee County",19.9067580299415,"13117","Forsyth County"
"13057","Cherokee County",20.7421866479678,"13015","Bartow County"
"13057","Cherokee County",21.7815462093939,"13067","Cobb County"
"13057","Cherokee County",22.0119849335062,"13085","Dawson County"
"13059","Clarke County",9.10983453608494,"13219","Oconee County"
"13059","Clarke County",15.3596785103057,"13195","Madison County"
"13059","Clarke County",16.9263906437612,"13157","Jackson County"
"13059","Clarke County",17.8104915205342,"13221","Oglethorpe County"
"13059","Clarke County",19.9683185770663,"13013","Barrow County"
"13059","Clarke County",24.0998960971082,"13297","Walton County"
"13061","Clay County",16.2047747141361,"01067","Henry County"
"13061","Clay County",16.7257596945661,"13239","Quitman County"
"13061","Clay County",17.2311829658664,"13243","Randolph County"
"13061","Clay County",21.0440783627391,"13099","Early County"
"13061","Clay County",22.612255808699,"13037","Calhoun County"
"13063","Clayton County",10.7099811601245,"13113","Fayette County"
"13063","Clayton County",16.4013278556055,"13151","Henry County"
"13063","Clayton County",16.7336421575302,"13121","Fulton County"
"13063","Clayton County",18.518730838789,"13089","DeKalb County"
"13063","Clayton County",21.3227282125923,"13255","Spalding County"
"13063","Clayton County",22.7075651931116,"13097","Douglas County"
"13063","Clayton County",23.2932793317883,"13247","Rockdale County"
"13063","Clayton County",24.3896263306741,"13077","Coweta County"
"13065","Clinch County",16.4805128472345,"13101","Echols County"
"13065","Clinch County",19.0262050006852,"13299","Ware County"
"13065","Clinch County",22.9247725440558,"13173","Lanier County"
"13067","Cobb County",12.0104388944027,"13121","Fulton County"
"13067","Cobb County",16.8377912576675,"13223","Paulding County"
"13067","Cobb County",19.9397440960902,"13097","Douglas County"
"13067","Cobb County",21.7815462093939,"13057","Cherokee County"
"13067","Cobb County",23.1321785380551,"13089","DeKalb County"
"13069","Coffee County",17.3329390690398,"13003","Atkinson County"
"13069","Coffee County",21.8714549358042,"13161","Jeff Davis County"
"13069","Coffee County",22.1630269138059,"13017","Ben Hill County"
"13071","Colquitt County",20.271523109919,"13075","Cook County"
"13071","Colquitt County",23.4100745244015,"13277","Tift County"
"13071","Colquitt County",24.157836937311,"13275","Thomas County"
"13073","Columbia County",13.6179049686232,"13189","McDuffie County"
"13073","Columbia County",16.552536740182,"13245","Richmond County"
"13073","Columbia County",20.1719197209858,"13181","Lincoln County"
"13073","Columbia County",22.5553649409328,"45037","Edgefield County"
"13073","Columbia County",24.2666787984425,"45065","McCormick County"
"13075","Cook County",14.378072117878,"13019","Berrien County"
"13075","Cook County",20.271523109919,"13071","Colquitt County"
"13075","Cook County",21.7658533332262,"13277","Tift County"
"13075","Cook County",23.0814896171706,"13173","Lanier County"
"13075","Cook County",23.9933348424976,"13027","Brooks County"
"13075","Cook County",24.0215543240535,"13185","Lowndes County"
"13077","Coweta County",16.0158455701435,"13113","Fayette County"
"13077","Coweta County",22.2081674292639,"13149","Heard County"
"13077","Coweta County",23.0159077141277,"13199","Meriwether County"
"13077","Coweta County",23.9363201325483,"13097","Douglas County"
"13077","Coweta County",24.24572765149,"13045","Carroll County"
"13077","Coweta County",24.3896263306741,"13063","Clayton County"
"13079","Crawford County",12.8228866673576,"13225","Peach County"
"13079","Crawford County",17.9267033767733,"13021","Bibb County"
"13079","Crawford County",19.1129812606882,"13269","Taylor County"
